Village_Name,Village_Name_English,Latitude,Longitude
Anjale,,21.0946552,75.7518163
Nimgaon,,21.1220358,75.72567
Rajore,,21.1252783,75.7357332
Chikhali Kh,,21.1258604,75.7522851
Chinawal,,21.195769,75.9269312
Hingone,,21.1914916,75.7828111
Piloda,,21.1014023,75.7727997
Kadgaon,,21.0594849,75.689732
Bhadli Bk,,21.0507703,75.645406
Asoda,,21.0411811,75.6067341
Savakheda,,21.2195091,75.9046976
Kumbharkhede,,21.2210654,75.9353212
Lohare,,21.258369,75.9341072
Gaulkhede,,21.2370998,75.9388229
Utkheda,,21.2371246,75.9745731
Munjalwadi,,21.25728,76.0024502
Marul,,21.2195613,75.8140754
Shelgaon,,21.0884668,75.6794352
Chinchati,,21.2643524,75.9024068
Tarsod,,21.0226239,75.6327874
Atrawal,,21.1633872,75.7388555
Mhaiswadi,,21.1321372,75.7876556
Kusumba Bk,,21.2699219,75.9706955
Prabalgad Machi,,18.9813874,73.2169909
Mordad Tanda,,20.6793259,74.9144194
Shirud,,20.7344228,74.8920176
Borvihir,,20.7841228,74.8430512
Kondhwa Budruk,Kondhwa Budruk,18.4576183,73.8865816
Manakapura,,16.642242,74.4654604
Shiradavada,,16.6544703,74.4883137
Mhalunge,Mhalunge,18.5733175,73.7558142
Pedgaon,,18.5130541,74.7084131
Sindura,,16.8747855,75.2129426
Yatnala,,16.9967177,75.5797051
Nimaragi,,17.4780758,75.747583
Agarakheda,,17.3124396,76.059906
Bandarakavathe,,17.4506227,75.6833668
Jigajewani,,17.1807593,75.671063
Tadwal,,17.3983385,75.9799068
Haidra,,17.3145293,76.1801648
Mashala,,17.3220119,76.2404891
Handiganura,,15.966718,74.4503026
Aurad,,16.6927098,74.6061496
Daphalapur,,17.0015798,75.0733155
Valsang,,17.5807188,76.0846848
Kungatolli,,16.5412734,74.3302937
Bekkinakeri,,15.9238833,74.4211737
Arag,,16.7905902,74.8054526
Halkarni,,16.1683818,74.4693305
Nagardale,,15.9625647,74.3711759
Shelewadi,,16.4932198,74.1267249
Lat,,16.6638508,74.5127892
Mahagaon,,16.1456652,74.3335323
Khanderajuri,,16.8956549,74.7843559
Aralihatti,,16.8686719,74.9498471
Belanki,,16.8614752,74.869863
માધાપર,Madhapar,23.2403777,69.7076222
Ghonasagi,,16.9602224,75.4788437
Unknown,Huljanti,17.3501388,75.5545433
Utagi,,17.1976937,75.5017433
Samalaya,,22.4834275,73.3021098
Unknown,,22.1861806,72.5904147
Salagar,,17.5144892,76.3351813
Hiroli,,17.5811628,76.3612885
Niragudi,,17.6421696,76.4633276
Budhwarpeth,,16.8052872,74.1225751
Anaf,,16.1653962,74.0039277
Dasewadi,,16.1769346,74.0293336
Akurde,,16.3011054,74.1194049
Patgaon,,16.1259844,73.944448
Madanura,,18.2703747,77.186401
Lakhanagaon,,18.1726716,77.1339178
Mirakhala,,17.9957542,76.9447489
Ujalam,,17.7636734,76.7519088
Ghotala,,17.8637731,76.7858271
Alanga,,17.7316397,76.5497964
Kothali,,17.7414721,76.5130317
Nesari,,16.0579937,74.3251304
Pachod,,19.5736425,75.6273197
Adul,,19.7149997,75.5349155
Sirsala,,18.9739039,76.378552
Talegaon,,18.9899841,76.1808976
Ankushnagar,,19.3933015,75.7083653
Bhatwadi,,16.1184749,73.8795318
Chande,Chande,18.555014,73.7054311
Nande,Nande,18.5582929,73.714634
Mhalunge,,16.8182894,74.085024
Thal,,18.696145,72.8566717
Hosa Umarani,,17.4007842,75.7362426
કોટેશ્વર,Koteshwar,23.6876432,68.5282675
નારાયણ સરોવર,Narayan Sarovar,23.6749852,68.5370964
પીપર,Pipar,23.5215497,68.5246951
સંઘીપુરંમ,Sanghipuram,23.5012255,68.5787505
ધોળાવીરા,Dholavira,23.8750114,70.2179591
Bambavade,,16.8714323,74.0403601
Padanura,,17.3160365,75.9876654
Chanegaon,,17.3846365,75.8664923
Shiranala,,17.3993396,75.8197295
Dholakheda,,17.3902789,75.8436388
Prayag Chikhali,,16.7240224,74.1907803
Pusesawali,Pusesawali,17.4614351,74.3170744
Guddewada,,17.3526702,76.0510638
Hingani,,17.3375447,75.9110075
Maragura,,17.3675262,75.8154973
Madana Hipparaga,,17.4570037,76.3736982
Nandura,,17.4412457,75.5951744
Umaraja,,17.4552309,75.6606943
Daribadachi,Daribadachi,17.0326185,75.4240778
Belondgi,,17.1643271,75.5821734
Balgaon,,17.1924674,75.6013387
Telloni,,17.3051663,76.3027309
Ralegan Siddhi,,18.9130848,74.4096158
ફુલરા,Fulra,23.7081723,68.7866265
ઘડુલી,Gaduli,23.6955818,68.8863158
મુધાન,Mudhan,23.7514452,68.9331972
પાનન્ધ્રો,Panandhro,23.6827055,68.7503003
સિયોત,Siyot,23.7332345,68.9032544
Unknown,Horandi,18.2020022,77.1413953
Chikali,,18.3904424,77.2544014
Alwai,Alavayi,18.1666151,76.9622254
Shivani,,18.1423056,77.0875127
Manikaeshvara,,18.1613829,77.0397223
Kasaratugaon,,18.1483482,77.0420817
Halasi,,18.1089014,76.9377269
Deoni,,18.2644438,77.0821345
Hangaraga,,18.3890987,77.3939182
નીચેના,Nirona,23.4652393,69.524176
ભુજૉડી,Bhujodi,23.2248436,69.7345783
હોડકા,Hodka,23.6643133,69.5973183
Ranjangoan,,19.8425131,75.2170005
બાયઠ,Bayath,22.9411282,69.1780524
ડોન,Don,22.9504601,69.3188739
કોડાય,Koday,22.8972465,69.3889739
કંડલા,Kandla,23.0177525,70.2096164
કીડાના,Kidana,23.0310367,70.1105872
ધોરડો,Dhordo,23.7584931,69.5105632
લાખોંદ,Lakhond,23.2564325,69.7772015
SOS Childrens Village,,23.2332884,69.7500838
સંજોત નગર,Sanjot Nagar,23.3606164,69.6976301
વાળ,Vad,23.6559633,69.6443943
Vekariya,,22.8194461,72.0634448
Rajapara,,21.7312956,72.0014868
Vartej,,21.7397432,72.0644938
Jegri,,21.0419918,71.7979866
Manar,,21.4148514,72.1642053
Kuda,,21.6096187,72.2678056
Thangadh,,22.5743355,71.2000239
Velavadar,,22.0487811,72.0162081
Waghai,,20.771037,73.5016522
Pansora,,22.6940934,73.0311486
Bhadli,,23.3178526,69.4146585
બિબ્બર,Bibbar,23.4856008,69.462153
દરશાણી,Darashadi,23.0736663,69.4141723
દેશલપર,Deshalpar,23.2044039,69.4413877
હરિપુરા,Haripura (Nakhatrana),23.4629057,69.512932
કલ્યાણપર,Kalyanpar (Nakhatrana),23.2537755,69.421102
મંજલ,Manjal,23.2363745,69.4070375
વેધર,Vedhar,23.4393038,69.4990083
થરાવડા,Tharavada,23.3381283,69.4030917
મીરઝાપર (સિટી),Mirjhapar (CT),23.2167251,69.6317105
ધમળકા,Dhamadka,23.3297095,70.1671802
ધાણેટી,Dhaneti,23.2567641,69.9190004
લાખાપર,Lakhapar,23.2089407,70.0800785
Korgao,,15.7097724,73.7516419
Mosali,,21.4576851,73.1527819
Dabaka,,21.3582521,76.723487
Chinchkota,Chinchkota,17.7981504,76.710745
Diggi,,17.7176439,76.6727164
Dungri,,21.4030687,73.124398
Nani Naroli,,21.3805132,73.0979556
Vankal,,21.437303,73.2306335
Kadwadi,,21.4759722,73.3441791
Karjan,,21.3071902,73.0086542
Munjlav,,21.3218013,73.0796708
Usker,,21.3393573,73.0978206
Bodhan,,21.2856259,73.0892181
Kathor,,21.2884575,72.94037
Sayan,Sayan,21.3182421,72.8856574
Shampura,,21.2435389,73.1079204
Areth,,21.3073128,73.164212
Kevadia,,21.2947722,73.1472445
Vadesiya,,21.3223891,73.1476787
Kadod,,21.217142,73.2188071
Valia,,21.5711115,73.1608821
Dungri,,21.5363103,73.1277037
Jhagadia,,21.7157199,73.1497026
Bhalod,,21.8188002,73.1909137
Rajpardi,,21.7721297,73.2191929
Umalla,,21.7943981,73.2992337
Vanakpur,,21.791549,73.2094974
Adarki,,17.9240799,74.2071339
Ekamba,,17.7431992,76.7370022
Bavalagaon,,18.4252446,77.3557377
Siddapura,,16.9573923,75.6734034
Jajanamugali,,17.8778404,76.7532529
Ramatirtha,,17.8750549,76.8256063
Chandor,,15.2614307,74.0440025
Majorda,,15.3132484,73.9103868
Vasind,,19.4093227,73.2643371
Loni Kalbhor,Loni Kalbhor,18.488353,74.0221934
Chena,,19.2743779,72.9169669
Gaimukh,Gaumukh,19.2857571,72.9359618
Kaju Pada,,19.2798156,72.9223718
Versova,,19.2845313,72.8995566
Reti Bandar,,19.2016457,73.0198312
Dantiwada,,24.3239388,72.3255763
Sangolda,,15.5454334,73.8114185
Nigave Dumala,,16.750597,74.207121
Pohale,,16.7792274,74.2016708
Shinganapur,,16.7146964,74.1837258
Korti Tukum,,19.8336511,79.4429761
Kawaljai,,19.8416057,79.4981127
Korti,,19.8363684,79.4568614
Kinhi,,19.8336233,79.4680612
Manora,,19.8715057,79.4752495
Palasgaon,,19.8149189,79.4729723
Amadi,,19.8030383,79.4561189
Kalamana,,19.8177744,79.4342308
Yenbodi,,19.8153015,79.4527381
Itoli,,19.8340745,79.4351428
Satri,,19.7818681,79.4247267
Chanakha,,19.773701,79.4316771
Bamanwada,Bamanwada,19.7867949,79.3913693
Kothari,,19.7927776,79.4932767
Wihirgaon,,19.737422,79.4553122
Navi Daheli,,19.8370431,79.4045658
Bamni,,19.83682,79.3775099
Pimpalgaon Basvant,,20.1687626,73.9926185
Sitasawangi,,21.5317458,79.7478709
Gobarwahi,,21.5208617,79.7238775
Shirsad,,19.4764244,72.8982342
Chiol,,20.4169964,73.118675
Sinquerim,,15.4999597,73.7709793
Beed,,16.64787,74.1315924
Balinge,,16.6895986,74.1725766
Koge,,16.6618799,74.1332017
Beedshed,,16.6396979,74.1128492
Kuditre,,16.6925789,74.1213571
Bololi,,16.6383307,74.0554606
Aamshi,,16.654541,74.0722942
Khatangale,,16.6688485,74.0805768
Balli,,15.1565025,74.0142676
Koparde,,16.6995138,74.108488
Varai,,19.6248127,72.908681
Endhal,,20.844679,73.0584287
Makhinga,,21.0811205,72.9876613
Kharod,,21.549369,73.0048274
Jyotiba Hill,,16.7953594,74.1782373
Kushire,,16.7672757,74.1952233
Sunwali,,21.1693102,72.6399578
Dharangutti,,16.7313501,74.5630465
Aglote,,15.426229,74.1515406
Bolcornem,,15.4303149,74.1939296
Calem,,15.2921443,74.1836575
Karmane,,15.325599,74.1525593
Collem,,15.3371373,74.2427454
Mollem,,15.3750107,74.2268533
Shigao,,15.3346878,74.2070132
Bawi,,18.4854821,75.8695073
Ujalaiwadi,,16.6646285,74.2706915
Tadoba,,20.4147656,79.2843098
Arjuni,,21.6783916,79.3909616
Alas,,16.6578986,74.6375223
Jugula,,16.6231572,74.6875364
Khilegaon,,16.9313156,74.9712269
Salamawadi,,16.0672003,74.4039755
Unknown,,16.0680436,74.4429267
ટૂંડા,Tunda,22.8312838,69.5348296
વંદા,Vanda,22.8089296,69.5420527
Majigam,,20.7502831,73.0428321
Majali,,14.8955517,74.1076907
Giroli,,16.79994,74.1868772
Thugaon,,18.6952853,73.562942
Sarud,,16.9109337,74.0451288
Kapshi,,16.9363992,74.018135
Harugewadi,,16.9671462,74.0149379
Kokarud,,16.9997349,73.9827728
Aarala,,17.0983593,73.9071345
Mandur,,17.1277776,73.8801998
Pirangut,,18.5112818,73.6790069
Dhadgaon,,21.8249883,74.218645
Old Mahabaleshwar,,17.9640703,73.662466
Aat,,20.8863926,72.8623462
Bhatgam,,21.375122,72.7415399
Delad,,21.3183525,72.8727217
Dhaman,,21.0136804,72.9352699
Matwad,,20.922312,72.8303574
Onjal,,20.8416967,72.846543
Sajod,,21.6170156,72.9062048
Sandhier,,21.3290522,72.8232717
Sunavkharad,,21.4811522,72.8208857
Vanz,,21.0920751,72.9034867
Telav,,22.9830383,72.4352211
Navrangpura,,23.0359998,72.5643429
Keri,,15.4572795,74.0005661
Shiroda,,15.3204056,74.0294384
Zambaulim,,15.1865533,74.0956299
Tilamola,,15.2205561,74.086642
Mandrem,,15.6551117,73.7197877
Ashvem,,15.6409082,73.7227482
Agarvada,,15.645578,73.7620802
Girgaon,,16.6203843,74.2276087
Narsimhapur,,17.1364915,74.2593224
Chondhi,,18.728089,72.8815576
Lathodra,,21.1857426,70.293091
Unknown,,17.925834,73.1094706
Chinchghar,,17.9459528,73.1288522
Unknown,,17.7805033,73.1230742
Tithal,,20.5891614,72.9042447
Nanakvada,,20.5995663,72.8993937
Bhui Bavada,,16.567244,73.7945218
Pachal,,16.7068835,73.7310693
Anuskura,,16.7819037,73.8100979
Amba,,16.9713255,73.7979743
Surla,,15.6698866,74.1731529
Talewadi - Mangeli,,15.677273,74.1014114
Bhedshi,,15.7296434,74.0306544
Tillari Wadi,,15.7601981,74.0681675
Kodali,,15.7992685,74.1866167
Tillari Nagar,,15.8084943,74.1968244
Gudawale,,15.8708607,74.1656454
Haire,,15.8813815,74.1828544
Hajagoli,,15.8098436,74.3310573
Tudiye,,15.8012134,74.3543388
Kolik,,15.7660384,74.2520292
Kadepur,,17.296645,74.3643495
Kavathe Piran,,16.8829938,74.4634916
Sevagram,,20.7254186,78.6608865
Velguem,,15.5207343,74.1536775
Codal,,15.5943213,74.2063621
Dabem,,15.5598601,74.1074013
Derodem,,15.5966606,74.2194278
Gulem,,15.6017423,74.0732572
Malol,,15.5763658,74.1960498
Nanorem,,15.5792779,74.2076672
Patan Bori,,19.8700842,78.5756211
Kakoshi,,24.0041145,72.3028064
Ranuj,,23.7599202,72.2238429
Kuda,,23.1360634,71.3818747
Unknown,,23.110703,71.3084345
Ghantila,,23.1244926,71.025315
Anjar,,23.1371834,71.289314
ટુના,Tuna,22.9862047,70.08177
Unknown,,21.8146682,69.5244464
Vadinar,,22.394301,69.7184971
Unknown,,17.7154749,73.9711957
Unknown,,19.6259479,73.8083135
Unknown,,17.7198374,74.0049175
Unknown,,23.8159543,71.7111367
Kotul,,19.4350986,73.9672388
Brahmanwade,,19.342649,74.035354
Mundhari Budruk,,21.2760462,79.7633172
Unknown,,21.2598862,70.2806663
Bari,,19.6130102,73.7304376
Unknown,,19.5697019,73.7541794
Unknown,,19.5683371,73.7572585
Unknown,,19.5629994,73.7745534
Unknown,,19.6080461,73.7296371
Waranghushi,,19.6024115,73.7713026
Pendshet,,19.5926681,73.7429355
Nidhal,,17.7061206,74.4072652
Kerim,Querim,15.7139875,73.7032961
Mandli,,23.5332588,73.6435616
Darbandora,,15.3929483,74.1210349
Palolem,Palolem,15.012796,74.0219498
Jagvi,,15.0998839,74.1954145
Gata,,21.1073537,75.9117068
Talegaon Dighe,,19.6948537,74.2977165
Unknown,Chigule,15.7440626,74.2081975
Unknown,,19.5107332,72.7729332
Lasundra,,22.9178579,73.1460825
Limkheda,,22.8321862,73.9880696
Piplod,,22.8176195,73.9096627
Unknown,Baragudi,17.3194391,75.9348387
Unknown,,17.3881796,76.3870038
Rajegaon,,21.6305973,80.2506929
Unknown,Hodalura,17.7103577,76.6351995
Jawalaga,,17.7119407,76.6049797
Mahur,,19.8479785,77.9217634
Unknown,Dhamuri,17.7844614,76.7218088
Unknown,Tadola,17.6973493,76.5195306
Unknown,,17.7356108,76.6210408
Mouje Digraj,,16.9127864,74.5241022
Bhimapura,,17.5505369,76.3500331
Hosuru,,17.3669873,76.1205643
Unknown,Sheshagiri,17.3287676,76.0769757
Dikwal,,16.1251421,73.6075321
Babhulsar Budruk,,18.5013884,74.505209
Vayangawade,,16.140563,73.6208358
Poip,,16.1734023,73.5892368
Aalephata,,19.1822874,74.0954577
Bota,,19.2570046,74.1441007
Ghargaon,,19.3227331,74.1713087
Arpora,,15.5630974,73.7640368
Nandur Shingote,,19.7210282,74.1351265
Gondawale,,17.6702525,74.5812868
Tulapur,Tulapur,18.6699367,73.9954427
Jogwad,,20.8831686,73.1674472
Talegaon Dhamdhere,,18.6676999,74.1527672
Mansar,,21.3967147,79.2627148
Wadki,,20.2806709,78.7175371
Unknown,,18.3183923,74.1587533
Karanji,,20.1356019,78.617908
Unknown,,19.2692574,73.2636162
Bapsai,,19.2744023,73.2641527
Goveli,,19.2624867,73.240137
Unknown,,19.2318004,73.2529311
Unknown,,19.181391,73.2547326
Unknown,Shiradona,17.3739806,75.5996165
Unknown,Shiranala,16.9937556,75.6809107
Kudnur,,16.0003629,74.4043315
Songvir,,21.0803837,74.7875592
Wadiwarhe,,19.8605492,73.6752792
Tilakvada,,21.9526407,73.5905572
Belhe,,19.1156901,74.1754383
Takli Dhokeshwar,,19.1566036,74.3794893
Kaudgaon,,19.10694,74.9102315
Tisgaon,,19.1881348,75.0670856
Malabad,,16.8858696,75.1181371
Unknown,Anantapura,16.9182156,75.0730225
Vansda,,20.7610628,73.3636561
Shetfal,,17.9062152,75.4300494
Ambeghar,,18.7388568,73.1228737
Dhavate,,18.7409479,73.1072146
Donwat,,18.778609,73.2525882
Gagode,,18.7483741,73.182338
Kamarli,,18.7283928,73.16437
Kirkhindi,,18.7840986,73.26315
Mouje Dhamani,,18.7361349,73.1284598
Sapoli,,18.7253462,73.153621
Savarsai,,18.7333692,73.1420403
Shiravli,,18.7739681,73.2139085
Vadkhal,,18.712247,73.05117
Vakrul,,18.7287001,73.1724246
Chowkicha Pada,,18.6896971,73.0019451
Karle,,18.6694203,72.9006289
Pali,,18.694831,72.968236
Pandvadevi,,18.6808368,73.0017242
Pezari,,18.6878398,72.984922
Poinad,,18.6853107,72.9931249
Sagav,,18.6787581,72.9202022
Shahabaj,,18.6920718,73.0062335
Talavli,,18.675294,72.9178385
Tinvira,,18.6948257,72.9587388
Veshvi,,18.6606124,72.8856162
Bugate Alura,Bugati Alura,16.3098905,74.3546589
Rashing,,16.3218045,74.3511289
Chikalagudda,,16.2042644,74.5194617
Gotur,,16.2291133,74.512341
Unknown,Ullagaddi Khanapura,16.1686994,74.5056496
Soltapura,,16.2696916,74.440404
Bableshwar,,19.5980762,74.507541
Bhanas,,19.520892,74.9582369
Nevasa,,19.5516273,74.9263118
Asalgaon,,21.0113945,76.4924491
Belad Pr. Jalgaon,,20.9254572,76.4528554
Hingana Balapur New,,20.9533452,76.4392106
Hingana Balapur Old,,20.93404,76.4483885
Khandvi,,20.9713855,76.4795218
Muktainagar,,21.0465502,76.0593789
Manegaon,,20.94507,76.4642071
Pimpalgaon Kale,,20.9824511,76.4378609
Zadegaon,,20.9539016,76.469446
Khairat,,18.2683582,73.1459105
Kondalwadi,,18.8079929,77.7697236
Narsi,,18.8124166,77.5451188
Unknown,,18.3166206,73.1328447
Unknown,,18.3556156,73.1289394
Unknown,,18.3536859,73.1239398
Unknown,,18.4923794,73.0523355
Unknown,,18.5094418,72.9958267
Unknown,,18.613658,72.9580065
Unknown,,18.627221,72.9395476
Unknown,,18.6273075,72.9418918
Unknown,,18.4987249,72.9972204
Unknown,,18.5613832,72.9885355
Mahluk,,18.2486727,73.1177778
Wahve Haveli,,18.2861447,73.1598563
Talegaon,,18.2336602,73.1470471
Tamde,,18.2654917,73.1561564
Belghar,,18.2580455,73.1421247
Charai,,18.2487613,73.1545143
Unknown,,18.1604964,73.2774375
Unknown,,18.1701146,73.2697985
Gaimuk,,18.2171381,73.1339246
Boricha Maal,,18.2194413,73.14107
Unknown,,18.1996697,73.1101173
Unknown,,18.5811762,72.995703
Unknown,,18.5894846,72.9864923
Unknown,,18.5696029,72.9734889
Naganur,,16.073351,74.4824431
Bori,,19.4922722,76.7308783
Unknown,,18.0188143,73.3644916
Unknown,,18.0518014,73.3616324
Unknown,,18.0184368,73.3690407
Unknown,,18.0825438,73.3661761
Unknown,,18.0635256,73.3273367
Unknown,,18.0798858,73.3268969
Unknown,,18.076775,73.2799904
Unknown,,18.0750156,73.3146713
Unknown,,18.0760713,73.3172945
Unknown,,18.0893401,73.3429794
Unknown,,18.0591141,73.3735029
Unknown,,18.0560609,73.255712
Unknown,,18.0544442,73.2425048
Unknown,,18.0417134,73.2400908
Unknown,,18.0394079,73.2399674
Unknown,,18.0479463,73.2355901
Unknown,,17.974826,73.0920329
Unknown,,17.9676771,73.1201585
Vesvi,,17.9837553,73.0692502
Bhoom,,18.4596302,75.6598088
Jeur,,18.2599827,75.1642696
Madha,,18.034085,75.5163621
Pathrud,,18.5576247,75.5401727
Velapur,,17.7903053,75.057244
Unknown,,18.2215513,73.2922493
Lonere,,18.1619655,73.3208095
Unknown,,18.1719964,73.2875286
Unknown,,18.2012856,73.2877593
Unknown,,18.2142137,73.284664
Patnus,,18.4464749,73.3737831
Unknown,,18.3542938,73.2793078
Pugaon,,18.4337642,73.2073334
Khamb,,18.4523184,73.2023123
Kharoshi,,18.8104013,73.1021784
Unknown,,18.8014792,73.1433235
Akshi,,18.6280581,72.8919988
Kurul,,18.6415889,72.8944408
Navedar Beli,,18.6299675,72.9081605
Bhigwan,,18.2977007,74.7549847
Unknown,,18.7493748,73.2516105
Unknown,,19.2352175,73.2304555
Unknown,,18.2518849,73.3565226
Unknown,,18.1310389,73.415373
Punade,,18.2741771,73.4027264
Unknown,,18.2578861,73.3952189
Unknown,,18.1317527,73.4098476
Unknown,Belagundi,15.8350989,74.4000357
Unknown,,18.1920114,73.1904548
Unknown,,18.1653202,73.1795328
Unknown,,18.220589,73.2328819
Morba,,18.2105109,73.2481557
Unknown,,18.6686299,72.8679164
Unknown,,19.0018297,73.3858422
Unknown,,19.0283446,73.4127341
Unknown,,19.0854426,73.3640734
Pohi,,19.0869431,73.3859066
Unknown,,19.0759572,73.3444128
Vinchhiya,,22.2102309,71.3796336
Umbargaon,,20.1939309,72.7499355
Unknown,,18.3160355,73.1396589
Bhiloda,,23.768877,73.2479027
Vijayanagar,,24.0060098,73.3587796
Jabugam,,22.2872696,73.765852
Jetpur Pavi,,22.3462548,73.8416216
Lingda,,22.6885989,73.0735584
Unknown,,18.3469352,74.2063362
Pisarve,,18.3727789,74.1948349
Dhasa,,21.8051725,71.5153423
Chalala,,21.4103193,71.1654783
Umrala,,21.8437449,71.8049299
Pondhe,,18.4248025,74.2751331
રતનાલ,Ratnal,23.1871725,69.9040186
Alina,,22.8089765,73.0482401
Sevalia,,22.8179181,73.404794
Vaghlud Tanda,,18.9581566,74.9761528
Unknown,,18.9884828,74.9423784
Halol,,22.5058547,73.4715851
Unknown,,18.6313001,75.3027008
Warkatane,,18.2894485,75.2222016
Jam Jodhpur,,21.9023796,70.031636
Delvada,,20.7755371,71.0478387
Unknown,,17.8496095,73.7820674
Unknown,,17.8712584,73.7644882
Unknown,,17.8621039,73.7698151
Unknown,,17.8153691,73.7870456
Unknown,,17.8112373,73.774568
Unknown,,17.8096081,73.8675011
Kudal,,17.8352911,73.9175458
Unknown,,17.8481542,74.0261806
Unknown,,17.8485269,74.0306224
Unknown,,18.488579,74.6630928
Timri,,20.9178979,70.6160782
Unknown,,19.3716468,74.6642164
Pimpri Nirmal,,19.6402397,74.4907204
Unknown,,19.1645829,74.6269873
Jholichakond,,18.1690791,73.5054289
Valan Budruk,,18.1731617,73.4931551
Kumbheshivtar,,18.1588997,73.6223972
Unknown,,17.9145826,74.0930213
Unknown,,17.8465618,74.2166174
Unknown,,17.8711673,74.2380375
Unknown,,17.8780579,74.1934528
Unknown,,17.8727125,74.1777941
Unknown,,17.8640077,74.3812061
Unknown,,17.7268136,74.300992
Kolgaon,,18.7951582,74.6643307
Unknown,,18.6689252,75.3158991
Unknown,,18.6872709,75.2733378
Ode,,22.6215076,73.1176169
Late,,18.0730712,74.4071518
Dandi,,20.8905713,72.805908
Bhalej,,22.635921,73.0314756
Timba,,23.9873393,72.758622
Unknown,,22.6851363,70.8079087
Lodhika,,22.1328248,70.6322346
લુદ્વ,Ludva,23.1004241,69.409483
Golana,,22.460009,72.4199862
Alarsa,,22.3809679,72.9552911
Sardhar,,22.1396826,70.9852307
Unknown,,19.6398118,74.0424335
Unknown,,19.6451419,73.9932526
Unknown,,19.6377201,73.855344
ખાવડા,Khavda,23.8244987,69.7298378
કુકમા,Kukma,23.2169109,69.7784204
Garbada,,22.684669,74.3132146
Kawant,,22.0931741,74.0504514
Unknown,,20.2732755,74.1651253
Sargao,,20.7982482,75.9125675
Yevati,,20.8223878,75.9626926
Nadgaon,,20.9008272,76.0143305
Mangrol Bara,,21.0825164,70.1333014
Deoder,,24.1120251,71.7741128
Jangla Tanda,,20.582695,75.6750964
Bhage Mahari,,21.4110262,79.1314498
Chanasma,,23.7150529,72.1150247
Kanheri,,18.2332215,76.5728592
Bhadas,Bhadas,18.54782,73.5359625
Gavadewadi,Gavadewadi,18.5491881,73.5427971
નારાણપર પાસાયાટી,Naranpar Pasayati,23.1181966,69.5905236
સુરાજપર,Surajpar,23.1293828,69.6339893
દુધઈ,Dudhai,23.3197866,70.1266289
Unknown,,23.9251695,71.6212809
Kidi,,23.1249526,71.2063042
Wadia,,21.6897942,70.8135434
Unknown,,21.2648799,70.356647
Mulwantwadi,,15.9878867,74.026604
Kolura,,20.4714006,77.8953244
Ajanti,,20.5092189,77.8200938
Unknown,,21.2413353,70.4107558
Unknown,,21.2619912,70.2581312
Veldur,,17.5759144,73.1707465
Anjanvel,,17.5665248,73.1569922
Shringartali,,17.4913194,73.2617271
Aronda,,15.7331344,73.7210126
Dhopave,,17.579757,73.1837062
Unknown,Dattawad,16.5896811,74.5818815
Jakkaratti,,16.8442492,74.9474747
સુખપર (સિટી),Sukhpar (CT),23.2171372,69.6081581
Korlai,,18.5257578,72.9166839
Kashid,,18.446166,72.9055592
Nandgaon,,18.3882874,72.9277024
Mazgaon,,18.3752577,72.9366878
Rajapuri,,18.3036119,72.9702218
Velas,,18.2015894,72.9798349
Diveagar,,18.1689943,72.9901817
Anjarle,,17.8475802,73.0902775
Velneshwar,,17.3794871,73.2140194
Malgund,,17.1657068,73.2668562
Shirgaon,,17.0265703,73.2909103
Bhatye,,16.9727871,73.2993431
Nate,,16.6343054,73.3618494
Kunkeshwar,,16.3348886,73.3922978
Vayagani,,16.1679645,73.474309
Sarejkot,,16.0839608,73.4646766
Parule,,15.9881725,73.5273309
Mhapan,,15.9489348,73.5755892
Redi,,15.7466999,73.6613557
