Village_Name,Village_Name_English,Latitude,Longitude
વાંઢ ટોમ્બો,Vandh Timbo,23.2424699,69.0878034
સમંદ,Samanda,23.3152572,69.1486037
વમોટી મોટી,Vamoti Moti,23.3021376,69.121449
વમોટી નાની,Vamoti Nani,23.3141981,69.1063212
દબાણ,Daban,23.3451323,69.0886831
ખાણાય,Khanay,23.344226,69.0528487
વારંદી નાની,Varandi Nani,23.0667421,69.0447807
બેરાચીયા,Berachiya,23.0328604,68.9141034
લાખાણીએ,Lakhania,23.3266107,68.9646931
બાંડીયા,Bandiya,23.396542,69.0112208
Jogiyay,,23.3914954,68.8029367
Kalar Vandh,,23.1489626,69.0891551
નાનાવાળા,Nanavada,23.1417412,69.0275716
ધન વારા વાળા,Dhana Vara Vada,23.1441484,69.0052557
ધુજા વાંઢ,Duja Vandh,23.1583932,69.0213919
કુવાપદ્ધર,Kuvapaddhar,23.3585773,68.960089
નંગીયા,Nangiya,23.3701705,68.9146172
વમોટી નાની,Vamoti Nani,23.3139445,69.1636861
ઉસ્તીયા બાંડીયા,Ustiya (Bandiya),23.3911854,68.9673613
કરાયા,Karaiya,23.3447901,68.9784191
ગુડથર,Gudthar,23.3769661,68.8816306
બુટ્ટા અબ્દાવલી,Butta (Abdawali),23.3863676,68.8506459
સુજાપર,Sujapar,23.355029,68.8747724
વગપદ્ધર,Vagapaddhar,23.4749079,68.7493227
જગલિયા,Jagaliya,23.4437081,68.8730263
મોખરા,Mokhra,23.4437626,68.8226963
ગોળાય,Golay,23.4473483,68.5614713
કરંટ,Karamta,23.3852425,68.6670555
ભોઆ,Bhoa,23.432635,68.7427718
ઉકિર,Ukir,23.4000612,68.7990378
લૈયારી,Laiyari,23.3906744,68.785153
હમીરપર,Hamirpar (Abdasa),23.2699714,68.9986036
પ્રજાઉ,Prajau,23.164359,68.8331369
સિંઘોડી મોટી,Sindhodi Moti,23.1308633,68.7811249
કુકડાઉં,Kukadau,23.2148008,68.7580353
રાયધણપર મોટી ન નાની,Raydhanpar Moti and Nani,23.2048371,68.8756167
અમરપુર,Amarpur,23.316627,69.0514243
બુડધ્રો,Budadhro,23.2741897,69.0445232
ખારુઆ,Kharua,23.1448118,69.1211214
જવા વાંઢ,Java Vandh,23.2801232,69.1828443
હાજાપર,Hajapar (Abdasa),23.1349856,69.050565
ખીરસરા કોઠારા,Khirsara (Kothara),23.1667034,68.9323726
જેઠાસરી,Jethasari,23.2479404,69.1846645
જોધાપર વાંઢ,Jodhapar Vandh,23.2117568,69.1929073
નંધરા મોટા,Nandhra Mota,23.2001646,69.1847184
જોધારી વાંઢ,Jodhari Vandh,23.1320334,69.1946417
હિંગાણીએ,Hingania,23.1602211,69.1643765
સરગુરા,Sarguara,23.2501517,69.1150024
બાલાચોડ નાની,Balachod Nani,23.2317168,69.1760495
બાલાચોડ મોટી,Balachod Moti,23.2308886,69.1851904
કંધોક વળી,Kandhoka Vadi,23.1734955,69.1894385
હદપાર,Hadapar,23.0353486,68.9190386
ધુન્વાઈ,Dhunvai,22.9882642,68.9852516
ખૂણો,Khuado,23.0003035,68.9502755
નોતિયાર વાંઢ,Notiyar Vandh,23.2869012,68.7759695
ચરોપણી નાની,Charopdi Nani,23.2071131,69.2294909
રગંન વાંઢ,Ragan Vandh,23.3458701,68.9363362
બીરીયારી,Biriari,23.1964961,69.1418974
નાગોર,Nagor (Abdasa),23.1668886,69.0005901
નરેડી,Naredi,23.1815925,69.1872943
નારાણપર,Naranpar (Abdasa),23.0914514,69.0616431
પીયોંની,Piyoni,23.278361,69.1820147
સંધાવ,Sandhav,23.1566433,68.9664824
મોથાળા,Mothala,23.2109524,69.1331447
નંધરા નાના,Nandhra Nana,23.1987051,69.2265394
ચીયસાર,Chiyasar,23.133391,69.149406
ભાચુંડા,Bhachunda,23.2012195,69.0003111
વાંઢ ટોમ્બો,Vandh Timbo,23.253858,69.0956047
ભીમપર,Bhimpar,23.2130427,69.1644194
રાયધનજર,Raydhanjar,23.1020685,69.1140797
ધૂફી નાની,Dhufi Nani,23.2207218,68.9961169
મિયાની,Miyani,23.1268557,69.0603926
વરાડિયા,Varadiya,23.1045991,68.9460977
કુનથીઆ,Kunathia,23.2460434,68.9691452
ચાવડાક,Chavadaka,23.1287914,69.1657714
કંઢાય,Kandhay,23.2717832,69.1414812
ભારાપર (અબડાસા),Bharapar (Abdasa),23.3049361,69.0084743
સુખપર બારા,Sukhpar Bara,23.2811883,68.9073121
સંધાન,Sandhan,23.2853853,68.9943122
ખીરસરા વિંઝાણ,Khirsara (Vinjhan),23.1145021,69.0464236
સનોસરા,Sanosara,23.2094945,69.2300542
છાછી,Chhachhi,22.9667953,68.9941834
હમીરપર અત્તામરી,Hamirpar Attamri (Abdasa),23.2681347,68.9808713
બીરીયારી,Biriari,23.1962668,69.014225
કરી મોટી,Akri Moti,23.3393338,68.6573534
કોટાયા,Kotaya,23.0421807,69.078598
ઠેબા વાંઢ,Theba Vandh,23.2705498,68.7653541
બરાયા,Baraya,23.3152596,68.8992392
ત્રંબૌ,Trambau (Abdasa),23.3264445,68.8444626
વડસર,Vadsar,23.3424339,68.7771935
રામપર,Rampar (Abdasa),23.3315353,68.8140152
હોથી વાંઢ,Hothi Vandh,23.2392555,68.8493879
વાંકુ,Vanku,23.1216426,68.8554903
સુદધારો નાની,Sudadhro Nani,23.2556261,68.8714762
છાસરા,Chhasra (Abdasa),23.3477413,68.7638227
ચરોપણી મોટી,Charopdi Moti,23.3673134,68.7021176
સુખપર સાયંદ,Sukhpar (Sayand),23.3732486,68.7487602
જન કોસ,Jana-Kosa,23.3313216,68.7392639
કોસ,Kosa,23.3183963,68.7137874
મોહાડી,Mohadi,23.345911,68.693266
ચરોપણી નાની,Charopdi Nani,23.369579,68.7094617
ગોયલ,Goyla,23.439597,68.8461015
વાલસરા,Valsra,23.4256121,68.776017
બેર નાની,Ber Nani,23.442033,68.619863
નવાવાસ,Navavas (Vandh),23.4288677,68.5928519
વાયોર,Vayor,23.4182703,68.6963082
સારંગવાળો,Sarangvado,23.4424936,68.7183506
હોથીય,Hothiay,23.4811813,68.5556822
વાગોઠ,Vagoth,23.4354869,68.6912216
બનંદા,Bhanada,23.1844615,68.8951893
ભેદી પે,Bhedi (Pay),23.1318085,68.9376478
સાંયરા,Sanyara,23.1834337,68.9182554
તેરા,Tera,23.2862415,68.9393484
ફુલાય વાંઢ,Fulay Vandh,23.1683488,68.8929247
કાલા તળાવ,Kala Talav,23.2386455,68.9264555
વીંગાબેર,Vingaber,23.2113091,68.7882564
વડાપધ્ધર,Vadapaddhar,23.1513181,68.8598316
જખૌ,Jakhau,23.2197985,68.7142064
સુદધારો મોટી,Sudadhro Moti,23.2541498,68.8759728
દાદામપર,Dadamapar,23.1694296,68.7010988
જસાપર,Jasapar,23.2273332,68.7907405
અશપાર (અબડાસા),Ashapar (Abdasa),23.3023064,68.8530367
હોધેજાવાળી વાંઢ,Odhejawali Vandh,23.2001705,68.8412067
Ghodkhal,,18.3388406,73.4971505
Kasedi,,18.3401958,73.5099439
Thangaon,,18.3374979,73.5397027
Bhalwqdi,,18.343763,73.5318875
Mangaon,,18.3295457,73.5296835
Malkhed,Malkhed,18.3929632,73.7010459
Godarval,,18.3382722,73.4869117
Kambegi,,18.3558883,73.5470307
Givshi,,18.3445305,73.5733819
Shirkoli,,18.3351033,73.5629725
Bhatkuli,,20.9046222,77.6038384
રામપર,Rampar (Mandvi),23.0864106,69.4645471
ચહેરા નાની,Chher Nani,23.7839311,68.6658382
ખેંગારપર,Khengarpar,23.7592471,68.6863732
રોડસર લક્કી,Rodasar Lakki,23.5694548,68.5103345
ફતેહપુર,Fatehpur,23.7476596,68.6608547
કોરિયાની,Koriyani,23.7279682,68.6725974
ખાણોજ,Khanoj,23.6778571,68.5727548
બઈયાવા,Baiyava,23.7498986,68.7379789
અતડો,Atdo,23.7529821,68.8836336
છુગેર,Chhuger,23.7239609,68.8492662
દેદરાની,Dedrani,23.4724431,68.979426
ચહેરા મોટી,Chher Moti,23.7642159,68.6561392
ધુણાય,Dhunay,23.7112797,68.5577559
ખણોત,Khanot,23.6690137,68.7924814
ડેનમા,Denma,23.5193323,68.9312482
હરોળ,Haroda,23.6678149,69.0127337
જુનાચાય,Junachay,23.6262622,69.0251685
દોલતપર,Dolatpar,23.597026,68.8915729
લક્ષ્મીપુરા ભૂંજાય,Lakshmipur Bhunjay,23.4345644,69.0025949
બાંડિયારા,Bandiyara,23.4257637,69.0085172
કોટડા રોહા,Kotda Roha,23.1433394,69.2403459
ભૂંજાય નાની,Bhunjay Nani,23.4730385,69.0161669
જરજોક,Jarjok,23.1428067,69.221313
રંગાયપદર,Rangaypadar,23.4093814,69.0449523
ખામ્ભલા,Khambhla,23.4050197,69.2222035
ઉમરાપર,Umrapar,23.459723,69.2087495
રનારા નાના,Ranara Nana,23.2996151,69.3910216
ભૂંજાય મોટી,Bhunjay Moti,23.4537192,69.0237522
અઘોચહાની,Adhochhani,23.2964815,69.3557024
બાગપત,Bagpat,23.4305284,69.2124939
દેવસર,Devsar,23.3791319,69.3211555
હરીપર (હીરાપર),Haripar (Hirapar),23.4493885,69.4002056
રાતમિયા,Ratamiya,23.4189167,69.3905872
ખીરસરા,Khirsara (Nakhatrana),23.4578924,69.0544366
લાખાડી,Lakhadi,23.2657923,69.3687057
વિરાણી નાની,Virani Nani,23.3705441,69.2605805
રનારા મોટા,Ranara Mota,23.2993786,69.4206118
ધવડા નાના,Dhavda Nana,23.3119713,69.3187308
ઉલટ,Ulat,23.3765517,69.4577122
અરાલ મોટી,Aral Moti,23.4523413,69.2938399
મોરે,Moray,23.4427346,69.1501486
ફિલોન,Filon,23.1313622,69.3644357
માંકડ,Makda,23.1065758,69.2459678
ગુંદિયાળી,Gundiyali,22.8356804,69.4194316
નભોઈ,Nabhoi,23.1422048,69.396944
ચાંગળાઇ,Changdai,22.9560224,69.1100978
પંચાતિયા,Panchatiya,22.9970739,69.3457245
ભોજાય,Bhojay,23.0086483,69.1678619
રાયણ મોટી,Rayan Moti,22.8886297,69.3573761
વીંગનીયાં,Vinganiya,23.1197195,69.4550943
રાજપર ટોમ્બો,Rajpar Timbo,22.8891832,69.3673432
ઉદ્યમો,Udhmo,23.800463,69.4565534
ફુલર ટોમ્બો,Fulra Timbo,23.2572957,69.4409537
કોટાય,Kotay,23.3905675,69.7858732
તુંગા,Tuga,23.8166846,69.8720534
વાન્ત્રા,Vantra,23.3803992,69.9487484
કુરાન,Kuran,23.9627496,69.767206
ભુજ (હરીપર) (OG),Bhuj (Haripar) (OG),23.2061205,69.6655248
રહે મોટા,Reha Mota,23.1520404,69.7559738
પાલારા,Palara,23.3101729,69.6858671
આશ્રમ ચાકર,Ashram Chakar,23.1164456,69.7474189
દિનારા નાના,Dinara Nana,23.8892397,69.7449222
પિરવાળી,Pirvadi,23.290766,69.5310545
રેલડી,Reldi,23.2118883,69.7034389
અર્જુનવાસ,Arjunvas,23.4214112,69.681668
ગુરુ સફારી લોએજ,Guru Safari Loadge,23.3757622,69.7124596
જાંબુડી,Jambudi,23.122798,69.7576475
રુદ્રમાતા,Rudramata,23.3755343,69.7045244
ભીતર મોટા,Bhitara Mota,23.7775003,69.4450039
જુના કુનેરીયા,Juna Kunariya,23.7877903,69.8941575
ભાગાડીઓ,Bhagadio,23.6534479,69.2456889
કુરબાઈ,Kurbai,23.21099,69.624648
વેરાઈ,Verai,23.338248,69.525793
નાગીરી,Nagiari,23.1980396,69.4836669
વ્યારા,Vyara,23.3401394,69.4191165
અકાઉ,Akau,23.7725452,69.809611
રેલડી નાની,Reldi Nani,23.2220424,69.831934
નવા વાસ,Nava Vas,23.233162,69.7122399
બરડો,Berdo,23.4011774,69.9081884
રામવાડી,Ramwadi,23.2196862,69.4765341
ફુલાય,Fulay (Bhuj),23.3903911,69.8117025
ચુબડક,Chubdak,23.170585,69.8847198
સરગુ,Sargu,23.7547726,69.7321011
કરણવાળી,Kanpar (Bhuj),23.2416419,69.4436144
કાઢવાંઢ,Kadhvandh,23.4043264,69.7269288
બોલડી,Boladi,23.3455658,69.8299597
ઠીકરીયાદો,Thikariyado,23.7512091,69.5147832
ટ્રાય ભાખરી,Traya Bhakhari,23.3062908,69.7535487
રેલડી મોટી,Reldi Moti,23.2191042,69.8197031
મીંઢીઆર,Mindhiara,23.8347993,69.8727405
બંધ નાના મોટા,Bandha Nana Mota,23.8844467,69.7138788
દુમાડો,Dumado,23.8499087,69.7261476
ખીલના,Khilna,23.3182967,69.5345092
રતાડીયા,Ratadiya (Bhuj),23.8504299,69.7769847
ઘડિયાળો,Ghadiado,23.6801756,69.6019652
કલ્યાણપર,Kalyanpar,23.2313101,69.5933246
શેરવો,Shervo,23.6149184,69.4994902
જુના,Juna,23.7757428,69.9230427
ઢોંસા,Dhonsa,23.3231046,69.6151149
લોંઠિયા,Lothia,23.3677668,69.9999689
જુના કેમ્પ,Juna camp,23.4385344,69.6802358
સુમરાપોર વાંઢ,Sumrapor Vandh,23.9445765,69.7578352
કોટડા,Kotda (Bhuj),23.1248137,69.7475128
વથૂરા,Vagura,23.0971576,69.7740134
સાકરાઈ ટોમ્બો,Sakrai Timbo,23.1218606,69.7956812
અંધૌ,Andhau,23.7670632,69.8385644
ભક્તિનગર,Bhaktinagar,23.2501273,69.5555333
સડાઉં રખલ,Sadau Rakhal,23.2673298,69.4845342
એરંડાવાળી,Erandavali,23.8685556,69.7021986
નોખણીયા,Nokhaniya,23.3885462,69.6921157
અંબેધામ નગર,Ambedham Nagar,23.3908067,69.7262525
ફજાલવંધ,Fajalvandh,23.8704423,69.8193673
ડગલાં,Dagala,23.3000093,69.9653148
જરરવાળી,Jararwadi,23.6754124,69.5751628
કોટડા ઉગામના,Kotda Ugamana,23.1096574,69.7495646
ઉમેદપર,Umedpar,23.3927133,69.9119575
ઝિઝુ ટોમ્બો,Zizu Timbo,23.1007732,69.4749641
માધાપર (સિટી),Madhapar (CT),23.2364448,69.6666087
ઝુરા,Zura,23.4371496,69.609582
નાળિયેરી ટોમ્બો,Naliyeri Timbo,23.3296266,69.95332
અઢિયાન્ગ,Adhiyang,23.7111084,69.5738953
ધ્રાંગ,Dhrang,23.3928079,69.8420803
ગંધેર,Gandher,23.1647457,69.860773
સંગાડા ટોમ્બો,Sangada Timbo,23.3443409,69.742417
મારીંગના,Maringana,23.1392945,69.9322915
વલડીયા બિટ્ટા (વેસ્ટ),Valadiya Bitta (West),22.9858937,69.963212
હમીરપર,Hamirpar,23.1116282,69.8811149
લોહરીયા મોટા,Lohariya Mota,23.0985626,69.8683262
નાગવલડીયા,Nagavaladiya,22.9688252,69.9735117
વલડીયા બિટ્ટા ઈસ્ટ,Valadiya Bitta (East),22.985064,69.9957847
કુમ્ભારીયા,Kumbhariya,23.0117294,69.9599504
વાળા,Vada,23.1189301,69.8809433
અમરાપર (2),Amrapar (2),23.3621923,70.0767874
કંથકોટ,Kanthkot,23.5051352,70.5069595
આધોઇ (પાસકયારા ),Adhoi (Pasakayara),23.386561,70.5093439
મેઘપર (કુંજીસર ),Meghpar (Kunjisar),23.3760514,70.3530763
કડોળ,Kadol,23.4734649,70.2919172
વોન્ડહદ,Vondhada,23.3406683,70.4031635
કણખૉઇ,Kankhoi,23.558114,70.3879258
ખોડાસર,Khodasar,23.3422199,70.6644634
ઘરના,Gharana,23.3379521,70.5265959
છડાવાળા,Chhadavada,23.2765582,70.4495674
રતનપર,Ratanpar,23.8602874,70.3641094
વાસ્તવ,Vasatva,23.4232846,70.5718653
શિવલાખા,Shivlakha,23.383254,70.5870972
જંગી,Jangi,23.2111323,70.5381698
કકરવા,Kakarva,23.4925157,70.4045427
મોરગર,Morgar,23.3760514,70.2241477
લાલિયાના,Laliana,23.2669422,70.5432318
રાજથળી,Rajthali,23.3006125,70.7131085
વાંઢીયા,Vandhiya,23.2469933,70.6159041
ગોડપર,Godpar,23.252079,70.5897447
જડસ,Jadsa,23.4624565,70.4396227
ચિરાઈ મોટી,Chirai Moti,23.2251308,70.2626066
કટારીયા નવા,Katariya Nava,23.2590605,70.5714035
નારા,Nara,23.4463657,70.5377084
લખધીરગઢ (આલેપાર ),Lakhdhirgadh (Alepar),23.1971324,70.6254084
ભરૂડીયા,Bharudia,23.5731336,70.4241598
રાજનસાર,Rajansar,23.3099388,70.5834046
તોરણીયા,Toraniya,23.4436402,70.4766941
કલ્યાણપર,Kalyanpar (Bachau),23.8433797,70.2626539
કરમરીયા,Karmariya,23.3569839,70.3798479
અમલીયારા,Amaliyara,23.2331899,70.4800107
મોડપર,Modpar,23.2222426,70.5957815
બંધાણી,Bandhadi,23.3989954,70.3119442
શિકારપુર,Shikarpur,23.2600418,70.6684173
બબંકા,Bambhanka,23.8108895,70.3595384
મે,May,23.438311,70.3729529
ચંદ્રોદય,Chandrodi,23.3065475,70.6729511
ચોબારી,Chobari,23.5257422,70.3339209
ગણેશપાર,Ganeshpar,23.851001,70.3881182
વાંક,Vamka,23.4274992,70.4248243
વીજપસાર,Vijpasar (Bachau),23.3429256,70.4310318
કટારીયા જુના,Katariya Juna,23.3054506,70.6186751
ખારોઈ,Kharoi,23.4400137,70.3396905
નારંસરી,Naransari,23.2935858,70.6194785
પીપરપતિ,Piprapati,23.3353706,70.5561714
જણાં,Janan,23.8331879,70.3023707
પંડ્યા નો ગાઢ,Pandya No Gadh,23.496481,70.9949238
ઘણીથલ,Ghanithal,23.4496505,70.8381687
દાગિલા વાંઢ,Dagila Vandh,23.4733193,70.6500002
કરુણા,Karuda,23.5862112,70.7180172
વણૉઇ,Vanoi,23.6071549,70.4431641
Unknown,Palansva,23.4668775,70.9252772
ગેડી,Gedi,23.7119412,70.7398131
વલ્લભપર,Vallabhpar,23.5383481,70.7746093
નારાણપર,Naranpar (Rapar),23.65135,70.4826142
થાનપર,Thanpar,23.6719247,70.6269805
મંજુવાસ,Manjuvas,23.688913,70.8845556
સારાસળા,Sarasla,23.468589,70.5308612
નવાપરા,Navapara,23.5770396,70.6337284
લખાગઢ,Lakhagadh,23.5691115,70.9324418
મૌવાણા (શિવગઢ ),Mauvana (Shivagadh),23.8599369,70.8352947
રાવ મોટી,Rav Moti,23.6580711,70.5920274
ચાકુવાંઢ,Chakuvandh,23.4339561,70.6372156
લાકડા વાંઢ,Lakda Vandh,23.7392849,70.5678861
કુંડ બ્સફ,Kuda BSF,23.5314644,70.4371601
જેસડા,Jesda,23.6198086,70.5111954
ખેંગારપર,Khengarpar,23.5878195,70.4827932
પ્રગપર,Pragpar,23.5453031,70.7462221
હમીરપર મોટી,Hamirpar Moti,23.6007826,70.8127966
ખોડિયાર વાંઢ,Khodiyar Vandh,23.8609167,70.8138656
વેકરા,Vekra,23.4890466,70.804387
નંદસર,Nandasar,23.6122008,70.6357818
ધડાધરોની વાંઢ,Dhadadhroni Vandh,23.5324312,70.5389146
તાગ,Taga,23.506263,70.9856358
મોડા,Moda,23.6351078,70.9042099
બાપુરી,Bapuari,23.8499283,70.3551793
ભીમદેવક,Bhimdevka,23.3164485,70.7751603
સોનલવા,Sonalva,23.5651461,70.7625327
ધોરીએ વળી વિસ્તાર,Dhoria vadi vistar,23.5573541,70.7736518
મેવાસા,Mevasa,23.4057798,70.7251059
ભીમાસર,Bhimasar (Rapar),23.5397817,70.8740377
Unknown,Somani Vandh,23.4516043,70.9084149
સંવા નવા,Sanva Nava,23.6143136,70.966061
આણંદપર,Anandpar,23.8176457,70.7681765
સાંઢ,Sangadh,23.6477292,70.7816656
ખાનપર,khanpar,23.3783279,70.6888215
પેથાપર,Pethapar,23.3163758,70.7291489
માનગઢ ટીમ્બા,Mangadh Timba,23.4283071,70.903228
ગોવિંદપાર,Govindpar,23.4327322,70.6442984
કલ્યાણપર,Kalyanpar (Rapar),23.6034533,70.6733865
વારનું,Varnun,23.4744104,71.0369667
પડમ્પરઃ,Padampar,23.5046046,70.8399967
ગઢડા રાસજી,Gadhada Rasaji,23.8960202,70.4059718
ટીન્ડલવા મોટા,Tindalva Mota,23.5090521,70.7147606
નીલપર,Nilpar (Rapar),23.5124959,70.6218033
ફુલપરા,Fulpara,23.3173353,70.7996189
થોરિયારી,Thoriari,23.3512736,70.7591351
રામનગર,Ramnagar,23.5493865,70.4694651
નાગલપર,Nagalpar,23.7458406,70.6842971
ચિત્રોડ,Chitrod,23.4102873,70.6771613
સુખપર,Sukhpar (Rapar),23.4876447,71.0726279
રત્નેશ્વર,Ratneshwar,23.5554686,70.7106407
Lodrani,Lodrani (Parkara Vandh),23.8987654,70.6144762
અમરાપર,Amrapar,23.485824,70.8958054
સૈ,Sai,23.4893874,70.6952314
ઢોર ચંગા,Dhora Changa,23.5499035,70.8002564
કીડીયાનાગર,Kidiyanagar,23.4783894,70.7758036
રામપર,Rampar (Rapar),23.3557819,70.6544089
રવેચીપટીયા,Ravechipatia,23.6671235,70.7606534
જાદવસ,Jadavas,23.445839,70.8225804
ખીરઈ,Khirai,23.4650487,70.6525973
વીજપર,Vijapar,23.5246761,71.0359326
પ્રતાપ ગાઢ,Pratap Gadh,23.3826937,70.7246101
હનુમાન વાંઢ,Hanuman Vandh,23.867594,70.8290079
હમીરપર નાની,Hamirpar Nani,23.6490934,70.8176533
કંપારી,Kanpar,23.5908403,70.7890215
વેર્સાર,Versara,23.873647,70.5998936
પાલનપર,Palanpar,23.5441178,70.597168
ગવરીપર,Gavaripar,23.6253924,70.4878408
વજેપર,Vajepar,23.578508,70.4818084
ઉમૈયા,Umaiya,23.5856898,70.7580868
મોમાયમોરા,Momaymora (Rapar),23.6680116,70.9316339
છોતાપાર,Chhotapar,23.4918431,70.7844787
સુડાના વાંઢ,Sudana Vandh,23.6603761,70.5306529
માનગઢ,Mangadh,23.481996,70.860765
બામ્ભાન્સર,Bambhansar,23.5839693,71.0024741
સાંય,Sany,23.4387422,70.8002795
દજાવંધ,Dajavandh,23.8461597,70.6664262
માનબા,Manaba,23.2912409,70.7497645
બદારગઢ,Badargadh,23.4649816,70.6173903
સંવા,Sanva,23.6094055,70.9574441
માનગઢ ધુંવા,Mangadh Dhuva,23.4373958,70.9015974
કુમ્ભારીયા,Kumbhariya (Rapar),23.3444203,70.7226826
રામવાવ,Ramvav,23.5450261,70.4715421
જટાવાળા (જિલ્લાર વાંઢ ),Jatavada (Jilar Vandh),23.8839309,70.6779027
દાવરી,Davri,23.707162,70.6409948
કાનમેર,Kanmer,23.4114627,70.8633545
પગીવાંઢ,Pagivandh,23.5407301,70.5515929
રવેચી,Ravechi,23.6706265,70.6099234
ગાગોદર,Gagodar,23.4098706,70.8118753
ત્રંબાઉ,Trambau (Rapar),23.5890705,70.5808885
નંદા,Nanda,23.5612743,71.1073008
દેદારવા,Dedarva,23.4437757,70.6839702
અમરાપર,Amarapar,23.9067117,70.4469108
સૂવઈ,Suvai,23.6117578,70.4917219
નવા ત્રંબાઉ,Nava Trambau,23.5842654,70.5637299
નાળીયાતીમ્બો,Naliyatimbo,23.4406845,70.7100527
ડાભુંડાં,Dabhunda,23.5307825,70.6829448
સુરબ વાંઢ,Surba Vandh,23.7139108,70.624806
કુંભારખડા,Kunbharkhada,23.8196416,70.7690657
ભારીદીએ (ભુટકિયા ),Bharidia (Bhutakia),23.5529402,70.7993323
સેલરી,Selari,23.6176431,70.731052
કૃષ્ણનગર,Kurshnanagar,23.5565575,70.4707521
કુંડ (કુંડ -જમ્પર ),Kuda (Kuda-Jampar),23.549249,70.4613995
રામપર વાંઢ,Rampar Vandh,23.3859321,70.4616743
દેશલપર,Deshalpar (Rapar),23.7473423,70.6848687
જદુપર (ભાંગેરા ),Jadupar (Bhangera),23.5313065,70.9064972
ખાંડેક,Khandek,23.6442935,70.8641165
વ્રજવાણી,Vrajvani,23.8164892,70.7973704
વિરાણીયા,Viraniya,22.9219943,69.7245168
કાંડાગરા નાના,Kandagara Nana,22.9532957,69.7165346
તોડા,Toda,22.9093452,69.7181654
બેરાજા,Beraja,22.9820231,69.6069704
પ્રગપર,Pragpar (Mundra),22.8965368,69.7069644
હાટડી,Hatdi,22.9367764,69.9374198
ભોરારા,Bhorara,22.898553,69.7306108
Salekasa,,21.3043686,80.4906463
Jiwati,,19.6102297,79.0674019
Zari-Jamani,,19.8610391,78.7277188
Unknown,Makhel,23.5025595,70.9590694
ગોડપર,Godpar,23.116858,69.5443797
કોરિયાની,Koriyani,23.7101538,68.6578394
ધ્રોબાણા,Dhrobana,23.9221295,69.741168
વૉવાર,Vovar,22.958757,69.8603476
વિરખાલ,Virkhal,23.8199373,69.7333574
દેદારવા,Dedarva,23.4240311,70.6801986
વૉવાર,Vovar,22.931164,69.5621677
વિરખાલ,Virkhal,23.3363453,69.4524441
મોરગર,Morgar,23.3407192,70.2067672
રેલડી,Reldi,23.6694952,69.7293448
જણાય,Jaday,23.3092663,69.2091507
ઠુમડી,Thumdi,23.409677,68.6247466
જબરા વાંઢ,Jabra Vandh,23.1998113,68.7568639
ગોળાય દક્ષિન,Golay Dakshin,23.4177457,68.5715711
બેલા વાંઢ,Bela Vandh,23.2068816,68.7526636
ગોળાય પશ્ચિમ,Golay Paschim,23.4274865,68.5785162
Palandur,,20.9164884,79.8591846
Kharashi,,20.9117706,79.89025
Vihirgaon,,20.9248665,79.9316686
Mendha,,20.9497497,79.9303007
Dongargaon,,20.9679217,79.9175709
Murmadi (Tupkar),Murmadi,20.9708094,79.9002412
Zarap,,20.9539701,79.9079742
Ghodezari,,20.9400679,79.8941312
Nimgaon,,20.9478309,79.8782605
Jewanala,,20.9489534,79.8537026
Macharana,,20.9538427,79.8408249
Palasgaon,,20.9262143,79.9115387
Mangali,,20.9548296,79.8156121
Kesalwada,,20.9741655,79.8332342
Gurdha,,20.9676436,79.8600268
Kanhalgaon,,20.9653519,79.8802292
Deori,,20.9115426,79.8312253
કુવાપદ્ધર ઉત્તર,Kuvapaddhar Uttar,23.3693136,68.951574
રાયધણપર મોટી ન નાની,Raydhanpar Moti and Nani,23.2109902,68.8978898
Renapur,,18.5264309,76.5967655
Washi,,18.5450055,75.7780265
ગાળાની,Gadani Attamri,23.5615608,69.2442406
માઉ નાની,Mau Nani,23.143456,69.2937755
માઉ મોટી,Mau Moti,23.146811,69.2896557
લખપત (બચોઉ),Lakhpat (Bachau),23.3611501,70.4712689
માથડાં,Mathda,23.455374,69.8737335
ભાલોટ,Bhalot,23.442342,69.82917
કોટાયા,Kotaya,23.42187,69.78598
Vaibhavwadi,,16.4986202,73.7440538
Mapar,,22.9023086,69.1655123
Ukheda,,23.3491906,69.1229725
punadi patia,Sorry,23.0157189,69.5010888
બાદલપરા,Badalpar,23.4604709,70.7353556
Jalgaon Supe,,18.2364012,74.4611924
Kopela,,18.8379416,80.226964
Vasunde,,18.3411623,74.4981559
Padasthal,,18.1926928,75.0667986
Shirsodi,,18.1694523,75.0301704
Kalthan No2,,18.1727755,75.0180897
વાન્ત્રા,Vantra,23.3961875,69.9805927
બાદલપરા,Badalpar,23.4352338,70.722717
દેશલપર કોઠાવાર,Deshalpar Kothavara,23.7018939,70.6420239
Thoriyani,,23.3251933,70.7333707
Sawadi,,18.378735,74.9873179
Gadh,,22.7389683,70.4257958
Ratipar,,23.5232918,68.542183
Singvad,,22.9618608,73.9617848
Kadana,,23.289682,73.8380384
Poshina,,24.3731337,73.0324745
Garudeshwar,,21.8898443,73.6551011
Kaprada,,20.3445867,73.2166457
Jalalpore,,20.9484948,72.897892
Apta,,18.8540736,73.1283053
Ghantiya,,20.9252072,70.6016636
Ashti,,19.6812023,79.7991514
Wadhawana Kh,,18.5408554,77.0647573
Loni Bk,,19.9150957,76.6219997
Massa,,18.4899065,75.9329831
Lohoner,,20.5140322,74.1982162
Chincholi,,19.8975833,73.9094495
Shinde,,19.9167702,73.8983345
